,Name,White_percentage,African_percentage,Asian_percentage,Native_percentage
2453,"Fentress County, Tennessee",95.37,0.16,0.18,0.24
2454,"Franklin County, Tennessee",87.1,4.64,0.8099999999999999,0.37
2455,"Gibson County, Tennessee",75.91,17.78,0.41000000000000003,0.26
2456,"Giles County, Tennessee",82.94,9.68,0.6,0.42
2457,"Grainger County, Tennessee",93.23,0.53,0.22999999999999998,0.27999999999999997
2458,"Greene County, Tennessee",91.0,1.9900000000000002,0.43,0.29
2459,"Grundy County, Tennessee",93.66,0.27999999999999997,0.41000000000000003,0.24
2460,"Hamblen County, Tennessee",79.45,3.42,1.1199999999999999,0.73
2461,"Hamilton County, Tennessee",69.58,17.59,2.2399999999999998,0.51
2462,"Hancock County, Tennessee",95.93,0.53,0.02,0.38999999999999996
2463,"Hardeman County, Tennessee",55.269999999999996,40.04,0.64,0.18
2464,"Hardin County, Tennessee",91.19,3.02,0.5499999999999999,0.38999999999999996
2465,"Hawkins County, Tennessee",93.7,1.2,0.47000000000000003,0.21
2466,"Haywood County, Tennessee",43.08,50.56,0.15,0.33
2467,"Henderson County, Tennessee",86.48,7.000000000000001,0.33,0.25
2468,"Henry County, Tennessee",85.5,7.26,0.66,0.3
2469,"Hickman County, Tennessee",89.67,3.7800000000000002,0.3,0.48
2470,"Houston County, Tennessee",91.24,2.54,0.19,0.5700000000000001
2471,"Humphreys County, Tennessee",90.94,2.67,0.33999999999999997,0.22999999999999998
2472,"Jackson County, Tennessee",93.51,0.41000000000000003,0.15,0.33
2473,"Jefferson County, Tennessee",90.63,1.47,0.5,0.33
2474,"Johnson County, Tennessee",90.45,4.07,0.15,0.26
2475,"Knox County, Tennessee",79.23,8.43,2.5,0.43
2476,"Lake County, Tennessee",68.88,26.169999999999998,0.2,0.3
2477,"Lauderdale County, Tennessee",60.23,33.489999999999995,0.22,0.5499999999999999
2478,"Lawrence County, Tennessee",92.21000000000001,1.6099999999999999,0.38,0.21
2479,"Lewis County, Tennessee",92.62,1.5,0.44,0.25
2480,"Lincoln County, Tennessee",85.49,6.239999999999999,0.5,0.38999999999999996
2481,"Loudon County, Tennessee",86.28,1.06,0.84,0.36
2482,"McMinn County, Tennessee",87.4,3.51,0.8099999999999999,0.33999999999999997
2483,"McNairy County, Tennessee",88.85,5.99,0.31,0.25
2484,"Macon County, Tennessee",90.4,0.48,0.18,0.41000000000000003
2485,"Madison County, Tennessee",54.900000000000006,36.43,1.25,0.3
2486,"Marion County, Tennessee",89.72,3.63,0.54,0.38999999999999996
2487,"Marshall County, Tennessee",83.64,5.949999999999999,0.41000000000000003,0.36
2488,"Maury County, Tennessee",77.09,11.24,0.9400000000000001,0.41000000000000003
2489,"Meigs County, Tennessee",93.23,1.05,0.2,0.45999999999999996
2490,"Monroe County, Tennessee",90.12,1.6099999999999999,0.43,0.43
2491,"Montgomery County, Tennessee",62.61,20.25,2.36,0.52
2492,"Moore County, Tennessee",93.33,1.59,0.45999999999999996,0.38999999999999996
2493,"Morgan County, Tennessee",90.94,4.62,0.22,0.27
2494,"Obion County, Tennessee",81.23,10.26,0.33999999999999997,0.22
2495,"Overton County, Tennessee",94.76,0.4,0.27,0.29
2496,"Perry County, Tennessee",92.61,2.3800000000000003,0.31,0.5599999999999999
2497,"Pickett County, Tennessee",96.56,0.16,0.3,0.16
2498,"Polk County, Tennessee",93.65,0.35000000000000003,0.19,0.38
2499,"Putnam County, Tennessee",85.08,2.74,1.37,0.89
2500,"Rhea County, Tennessee",88.19,1.8399999999999999,0.59,0.5599999999999999
2501,"Roane County, Tennessee",90.75,2.44,0.64,0.38
2502,"Robertson County, Tennessee",80.31,7.1,0.63,0.45999999999999996
2503,"Rutherford County, Tennessee",66.25,15.809999999999999,3.6700000000000004,0.51
2504,"Scott County, Tennessee",96.34,0.22,0.22999999999999998,0.16999999999999998
2505,"Sequatchie County, Tennessee",92.16,0.45999999999999996,0.41000000000000003,0.5599999999999999
2506,"Sevier County, Tennessee",87.07000000000001,0.83,1.1400000000000001,0.45999999999999996
2507,"Shelby County, Tennessee",35.07,51.339999999999996,3.0300000000000002,0.36
2508,"Smith County, Tennessee",91.4,1.83,0.42,0.45999999999999996
2509,"Stewart County, Tennessee",91.25999999999999,1.26,0.5599999999999999,0.5700000000000001
2510,"Sullivan County, Tennessee",91.3,2.06,0.8099999999999999,0.27
2511,"Sumner County, Tennessee",80.54,8.02,1.51,0.36
2512,"Tipton County, Tennessee",74.46000000000001,17.810000000000002,0.65,0.37
2513,"Trousdale County, Tennessee",76.48,16.55,0.22999999999999998,0.26
2514,"Unicoi County, Tennessee",91.4,0.25,0.21,0.38
2515,"Union County, Tennessee",94.78999999999999,0.27,0.19,0.16999999999999998
2516,"Van Buren County, Tennessee",95.49,0.36,0.16,0.11
2517,"Warren County, Tennessee",84.96000000000001,2.68,0.63,0.35000000000000003
2518,"Washington County, Tennessee",85.71,4.2299999999999995,1.5,0.32
2519,"Wayne County, Tennessee",89.92,5.47,0.16999999999999998,0.13999999999999999
2520,"Weakley County, Tennessee",85.45,7.93,0.59,0.21
2521,"White County, Tennessee",91.47,1.51,0.51,0.3
2522,"Williamson County, Tennessee",82.19,3.9899999999999998,5.2299999999999995,0.22999999999999998
2523,"Wilson County, Tennessee",81.76,6.9,2.1,0.41000000000000003
2524,"Anderson County, Texas",60.29,19.99,0.6799999999999999,0.62
2525,"Andrews County, Texas",58.620000000000005,1.27,0.6,1.18
2526,"Angelina County, Texas",63.53,15.160000000000002,1.06,0.65
2527,"Aransas County, Texas",75.52,1.11,2.1,1.03
2528,"Archer County, Texas",88.21,0.37,0.22,1.26
2529,"Armstrong County, Texas",89.07000000000001,0.7000000000000001,0.54,0.9199999999999999
2530,"Atascosa County, Texas",57.58,0.8699999999999999,0.42,1.0
2531,"Austin County, Texas",66.84,8.09,0.67,0.9199999999999999
2532,"Bailey County, Texas",48.49,0.9400000000000001,0.16,1.25
2533,"Bandera County, Texas",82.06,0.53,0.47000000000000003,0.75
2534,"Bastrop County, Texas",57.330000000000005,5.92,0.79,1.3
2535,"Baylor County, Texas",87.62,1.6500000000000001,0.26,0.32
2536,"Bee County, Texas",49.43,7.71,0.7100000000000001,0.6799999999999999
2537,"Bell County, Texas",48.68,23.0,3.09,0.9299999999999999
2538,"Bexar County, Texas",45.769999999999996,8.03,3.42,1.15
2539,"Blanco County, Texas",81.37,0.63,0.38999999999999996,0.77
2540,"Borden County, Texas",91.28,0.16,0.0,0.16
2541,"Bosque County, Texas",79.42,1.53,0.44,0.8500000000000001
2542,"Bowie County, Texas",61.88,25.03,1.18,0.8099999999999999
2543,"Brazoria County, Texas",51.129999999999995,14.829999999999998,7.1499999999999995,0.74
2544,"Brazos County, Texas",59.96,10.41,6.3100000000000005,0.69
2545,"Brewster County, Texas",67.16,2.07,0.9900000000000001,1.47
2546,"Briscoe County, Texas",81.88,1.25,0.0,0.49
2547,"Brooks County, Texas",41.18,0.35000000000000003,0.41000000000000003,0.31
2548,"Brown County, Texas",76.98,3.84,0.72,0.61
2549,"Burleson County, Texas",68.88,10.82,0.4,0.7799999999999999
2550,"Burnet County, Texas",77.03,1.31,0.8699999999999999,0.76
2551,"Caldwell County, Texas",51.51,5.319999999999999,0.52,1.09
2552,"Calhoun County, Texas",56.48,2.12,5.55,0.58
2553,"Callahan County, Texas",88.66000000000001,0.97,0.38999999999999996,0.58
2554,"Cameron County, Texas",38.65,0.49,0.67,0.69
2555,"Camp County, Texas",59.760000000000005,15.229999999999999,0.8699999999999999,0.51
2556,"Carson County, Texas",87.29,0.33999999999999997,0.38,0.9299999999999999
2557,"Cass County, Texas",75.48,15.959999999999999,0.42,0.6799999999999999
2558,"Castro County, Texas",49.87,1.47,0.3,0.79
2559,"Chambers County, Texas",70.03,6.93,1.37,0.72
2560,"Cherokee County, Texas",63.739999999999995,12.75,0.52,0.9199999999999999
2561,"Childress County, Texas",66.43,8.73,0.77,0.44
2562,"Clay County, Texas",89.82,0.38,0.49,0.9199999999999999
2563,"Cochran County, Texas",56.85,2.79,0.16,0.43
2564,"Coke County, Texas",82.83,0.21,0.03,0.91
2565,"Coleman County, Texas",85.66,1.97,0.42,0.8500000000000001
2566,"Collin County, Texas",54.339999999999996,10.36,17.78,0.7000000000000001
2567,"Collingsworth County, Texas",72.7,4.5600000000000005,0.33999999999999997,1.4000000000000001
2568,"Colorado County, Texas",64.05999999999999,11.360000000000001,0.4,0.49
2569,"Comal County, Texas",73.25,2.4,1.22,0.7000000000000001
2570,"Comanche County, Texas",75.73,0.35000000000000003,0.27999999999999997,0.8500000000000001
2571,"Concho County, Texas",76.23,2.48,0.7000000000000001,0.58
2572,"Cooke County, Texas",75.94,2.96,0.75,1.32
2573,"Coryell County, Texas",60.809999999999995,14.87,2.3,0.8099999999999999
2574,"Cottle County, Texas",74.42,6.959999999999999,0.0,0.36
2575,"Crane County, Texas",53.22,1.6500000000000001,0.47000000000000003,0.77
2576,"Crockett County, Texas",60.75000000000001,0.58,0.32,0.97
2577,"Crosby County, Texas",63.449999999999996,2.94,0.22999999999999998,0.8200000000000001
2578,"Culberson County, Texas",46.339999999999996,0.96,1.28,1.1400000000000001
2579,"Dallam County, Texas",54.52,1.0699999999999998,0.18,1.7000000000000002
2580,"Dallas County, Texas",35.370000000000005,21.97,7.01,1.2
2581,"Dawson County, Texas",61.09,7.22,0.44999999999999996,0.8
2582,"Deaf Smith County, Texas",48.72,0.9400000000000001,0.33999999999999997,1.06
2583,"Delta County, Texas",82.54,5.970000000000001,0.7100000000000001,0.9199999999999999
2584,"Denton County, Texas",58.07,10.8,10.31,0.8200000000000001
2585,"DeWitt County, Texas",67.16,8.44,0.35000000000000003,0.58
2586,"Dickens County, Texas",77.01,1.7000000000000002,0.11,0.6799999999999999
2587,"Dimmit County, Texas",44.71,1.03,0.8200000000000001,0.63
2588,"Donley County, Texas",81.28,5.28,0.31,0.95
2589,"Duval County, Texas",50.8,1.63,0.45999999999999996,0.53
2590,"Eastland County, Texas",82.8,2.01,0.59,0.8500000000000001
2591,"Ector County, Texas",48.41,4.859999999999999,1.4200000000000002,1.0
2592,"Edwards County, Texas",67.58,0.13999999999999999,0.77,0.63
2593,"Ellis County, Texas",61.83,12.629999999999999,0.8200000000000001,0.88
2594,"El Paso County, Texas",36.24,3.36,1.4000000000000001,1.1900000000000002
2595,"Erath County, Texas",76.8,2.93,0.83,0.98
2596,"Falls County, Texas",58.17,22.35,0.33,0.67
2597,"Fannin County, Texas",79.21000000000001,6.22,0.43,1.17
2598,"Fayette County, Texas",74.83999999999999,5.9799999999999995,0.29,0.7100000000000001
2599,"Fisher County, Texas",79.55,2.91,0.38,0.8200000000000001
2600,"Floyd County, Texas",57.410000000000004,2.93,0.22,0.27999999999999997
2601,"Foard County, Texas",84.38,1.7399999999999998,0.45999999999999996,0.0
2602,"Fort Bend County, Texas",34.300000000000004,20.78,22.189999999999998,0.5599999999999999
2603,"Franklin County, Texas",78.56,3.85,0.66,0.74
2604,"Freestone County, Texas",68.62,14.23,0.38,0.75
2605,"Frio County, Texas",46.33,3.91,1.08,0.7100000000000001
2606,"Gaines County, Texas",70.26,1.31,0.35000000000000003,0.52
2607,"Galveston County, Texas",61.17,12.61,3.56,0.77
2608,"Garza County, Texas",74.36,5.11,0.48,0.5499999999999999
2609,"Gillespie County, Texas",79.97,0.41000000000000003,0.49,0.62
2610,"Glasscock County, Texas",76.88000000000001,0.72,0.0,0.63
2611,"Goliad County, Texas",73.11999999999999,3.94,0.4,0.44
2612,"Gonzales County, Texas",57.709999999999994,6.04,0.33999999999999997,0.79
2613,"Gray County, Texas",68.93,4.09,0.6,0.97
2614,"Grayson County, Texas",73.67,5.65,1.47,1.76
2615,"Gregg County, Texas",58.79,20.330000000000002,1.32,0.66
2616,"Grimes County, Texas",63.519999999999996,13.38,0.36,0.83
2617,"Guadalupe County, Texas",59.709999999999994,7.41,1.9,0.8
2618,"Hale County, Texas",52.04,4.6,0.5,0.9400000000000001
2619,"Hall County, Texas",67.12,7.22,0.32,0.5
2620,"Hamilton County, Texas",86.82,0.38999999999999996,0.45999999999999996,0.6
2621,"Hansford County, Texas",61.46,0.27999999999999997,0.19,0.62
2622,"Hardeman County, Texas",77.42999999999999,4.03,0.51,0.51
2623,"Hardin County, Texas",85.37,5.46,0.73,0.45999999999999996
2624,"Harris County, Texas",36.36,19.17,7.380000000000001,1.16
2625,"Harrison County, Texas",63.81,19.73,0.7100000000000001,1.04
2626,"Hartley County, Texas",69.6,3.66,0.44999999999999996,0.5599999999999999
2627,"Haskell County, Texas",76.29,3.7900000000000005,0.52,0.8099999999999999
2628,"Hays County, Texas",61.019999999999996,4.1000000000000005,2.11,0.8999999999999999
2629,"Hemphill County, Texas",70.14,0.15,0.33,0.86
2630,"Henderson County, Texas",78.52,5.83,0.64,0.8200000000000001
2631,"Hidalgo County, Texas",34.52,0.5499999999999999,1.04,0.7100000000000001
2632,"Hill County, Texas",72.67,5.88,0.53,1.03
2633,"Hockley County, Texas",63.89,3.0,0.24,1.05
2634,"Hood County, Texas",83.89999999999999,0.8500000000000001,0.77,0.8099999999999999
2635,"Hopkins County, Texas",74.79,6.54,0.79,0.8699999999999999
2636,"Houston County, Texas",60.86,23.54,0.63,0.59
2637,"Howard County, Texas",67.88,4.9399999999999995,1.17,1.16
2638,"Hudspeth County, Texas",58.53,0.5,0.31,1.22
2639,"Hunt County, Texas",70.61,8.02,1.02,1.26
2640,"Hutchinson County, Texas",74.06,2.2800000000000002,0.54,1.9
2641,"Irion County, Texas",79.31,0.45999999999999996,0.0,1.06
2642,"Jack County, Texas",78.64999999999999,3.6700000000000004,0.48,0.83
2643,"Jackson County, Texas",65.27,6.75,1.05,0.53
2644,"Jasper County, Texas",73.76,16.96,0.38999999999999996,0.5499999999999999
2645,"Jeff Davis County, Texas",73.5,0.05,0.75,1.3
2646,"Jefferson County, Texas",42.449999999999996,33.07,3.93,0.7000000000000001
2647,"Jim Hogg County, Texas",48.22,0.1,0.54,0.64
2648,"Jim Wells County, Texas",57.05,0.6799999999999999,0.41000000000000003,0.6799999999999999
2649,"Johnson County, Texas",72.18,3.7600000000000002,1.01,0.96
2650,"Jones County, Texas",65.62,10.290000000000001,0.58,0.61
2651,"Karnes County, Texas",55.85,7.9799999999999995,1.03,0.59
2652,"Kaufman County, Texas",60.17,15.1,1.5,0.97
2653,"Kendall County, Texas",77.8,0.7799999999999999,0.86,0.65
2654,"Kenedy County, Texas",39.14,0.29,0.0,2.0
2655,"Kent County, Texas",89.77000000000001,0.27,0.13,0.8
2656,"Kerr County, Texas",75.48,1.5,1.15,0.64
2657,"Kimble County, Texas",82.43,0.19,0.79,0.7000000000000001
2658,"King County, Texas",91.32000000000001,0.0,0.0,0.0
2659,"Kinney County, Texas",64.3,1.5,0.32,1.06
2660,"Kleberg County, Texas",55.63,3.64,2.63,0.79
2661,"Knox County, Texas",71.37,4.92,0.72,0.27
2662,"Lamar County, Texas",72.83,12.870000000000001,0.96,1.7399999999999998
2663,"Lamb County, Texas",56.489999999999995,3.47,0.08,0.62
2664,"Lampasas County, Texas",75.53999999999999,3.4299999999999997,1.17,1.08
2665,"La Salle County, Texas",47.85,3.53,0.08,0.26
2666,"Lavaca County, Texas",77.79,6.13,0.36,0.5499999999999999
2667,"Lee County, Texas",67.19000000000001,9.68,0.35000000000000003,0.5700000000000001
2668,"Leon County, Texas",78.83,6.01,0.7100000000000001,0.6799999999999999
2669,"Liberty County, Texas",60.96,7.829999999999999,0.5499999999999999,1.2
2670,"Limestone County, Texas",63.3,16.830000000000002,0.73,0.66
2671,"Lipscomb County, Texas",64.37,0.13,0.06999999999999999,1.21
2672,"Live Oak County, Texas",74.27,1.8900000000000001,0.33,0.5700000000000001
2673,"Llano County, Texas",86.56,0.49,0.63,0.8
2674,"Loving County, Texas",87.5,0.0,0.0,1.5599999999999998
2675,"Lubbock County, Texas",61.72,8.780000000000001,3.1199999999999997,1.03
2676,"Lynn County, Texas",66.55,1.91,0.18,0.64
2677,"McCulloch County, Texas",76.29,1.28,0.51,0.5
2678,"McLennan County, Texas",60.050000000000004,14.399999999999999,1.92,0.96
2679,"McMullen County, Texas",68.5,0.5,0.5,0.16999999999999998
2680,"Madison County, Texas",57.19,19.400000000000002,0.79,0.8
2681,"Marion County, Texas",71.65,19.1,0.49,0.88
2682,"Martin County, Texas",68.36,1.66,0.16999999999999998,1.32
2683,"Mason County, Texas",80.65,0.22999999999999998,0.05,0.35000000000000003
2684,"Matagorda County, Texas",54.48,10.76,1.9900000000000002,0.88
2685,"Maverick County, Texas",29.099999999999998,0.31,0.33,2.01
2686,"Medina County, Texas",62.760000000000005,2.69,0.51,0.8200000000000001
2687,"Menard County, Texas",77.01,0.66,0.26,0.7100000000000001
2688,"Midland County, Texas",57.89,6.5,2.34,0.91
2689,"Milam County, Texas",69.73,8.82,0.48,0.59
2690,"Mills County, Texas",82.0,0.67,0.11,0.33999999999999997
2691,"Mitchell County, Texas",60.06,10.69,0.6,0.98
2692,"Montague County, Texas",85.48,0.41000000000000003,0.42,0.97
2693,"Montgomery County, Texas",65.75,5.71,3.52,0.98
2694,"Moore County, Texas",44.22,3.25,4.75,1.96
2695,"Morris County, Texas",67.17999999999999,20.61,0.38999999999999996,0.72
2696,"Motley County, Texas",87.58,0.9400000000000001,0.0,0.19
2697,"Nacogdoches County, Texas",62.22,16.56,1.1900000000000002,0.64
2698,"Navarro County, Texas",57.04,12.21,0.76,0.8999999999999999
2699,"Newton County, Texas",76.74,17.080000000000002,0.2,0.49
2700,"Nolan County, Texas",69.45,4.83,0.7100000000000001,0.73
2701,"Nueces County, Texas",54.2,4.05,2.3,0.83
2702,"Ochiltree County, Texas",56.10000000000001,0.22,0.32,1.46
2703,"Oldham County, Texas",81.0,1.9900000000000002,0.63,0.5700000000000001
2704,"Orange County, Texas",78.93,9.53,1.31,0.54
2705,"Palo Pinto County, Texas",79.56,2.0500000000000003,0.75,0.95
2706,"Panola County, Texas",73.97,14.510000000000002,0.47000000000000003,0.77
2707,"Parker County, Texas",82.98,1.17,0.7000000000000001,0.83
2708,"Parmer County, Texas",56.46,0.76,0.18,1.73
2709,"Pecos County, Texas",45.550000000000004,3.6700000000000004,0.97,1.13
2710,"Polk County, Texas",72.50999999999999,9.82,0.6799999999999999,2.03
2711,"Potter County, Texas",52.05,10.6,5.21,1.18
2712,"Presidio County, Texas",38.019999999999996,0.44,1.4000000000000001,0.7799999999999999
2713,"Rains County, Texas",85.45,2.22,0.44999999999999996,0.9199999999999999
2714,"Randall County, Texas",75.22,3.55,1.95,0.8999999999999999
2715,"Reagan County, Texas",51.29,1.24,0.59,0.95
2716,"Real County, Texas",80.24,1.02,0.47000000000000003,0.73
2717,"Red River County, Texas",75.08,15.21,0.44,0.96
2718,"Reeves County, Texas",54.74,1.97,1.15,0.69
2719,"Refugio County, Texas",61.89,6.8500000000000005,0.48,0.48
2720,"Roberts County, Texas",89.12,0.24,0.0,0.36
2721,"Robertson County, Texas",62.67,18.95,0.64,0.61
2722,"Rockwall County, Texas",69.48,7.79,3.1300000000000003,0.83
2723,"Runnels County, Texas",75.56,1.48,0.24,0.8699999999999999
2724,"Rusk County, Texas",64.86,15.950000000000001,0.44,0.77
2725,"Sabine County, Texas",85.16,7.53,0.54,0.52
2726,"San Augustine County, Texas",67.58999999999999,22.49,0.53,0.42
2727,"San Jacinto County, Texas",74.0,7.79,0.32,0.8
2728,"San Patricio County, Texas",61.370000000000005,1.7399999999999998,1.29,0.79
2729,"San Saba County, Texas",74.59,2.11,0.3,0.6799999999999999
2730,"Schleicher County, Texas",55.81,1.06,0.41000000000000003,0.98
2731,"Scurry County, Texas",64.18,3.7600000000000002,0.49,0.74
2732,"Shackelford County, Texas",87.96000000000001,0.74,0.58,0.32
2733,"Shelby County, Texas",62.91,15.97,1.54,0.58
2734,"Sherman County, Texas",57.940000000000005,0.43,0.11,1.3299999999999998
2735,"Smith County, Texas",61.91,16.53,1.79,0.7100000000000001
2736,"Somervell County, Texas",80.10000000000001,0.49,0.63,0.8500000000000001
2737,"Starr County, Texas",33.129999999999995,0.1,0.16999999999999998,0.38
2738,"Stephens County, Texas",77.06,2.7,0.69,0.67
2739,"Sterling County, Texas",77.55,0.22,0.06999999999999999,0.44
2740,"Stonewall County, Texas",82.89,1.6099999999999999,0.4,0.8
2741,"Sutton County, Texas",58.099999999999994,0.3,0.24,0.47000000000000003
2742,"Swisher County, Texas",59.99,6.279999999999999,0.16999999999999998,0.7000000000000001
2743,"Tarrant County, Texas",49.49,17.380000000000003,6.13,0.89
2744,"Taylor County, Texas",69.28999999999999,8.219999999999999,2.04,0.88
2745,"Terrell County, Texas",63.160000000000004,1.05,0.66,0.0
2746,"Terry County, Texas",58.58,3.84,0.33999999999999997,0.64
2747,"Throckmorton County, Texas",89.86,0.13999999999999999,0.21,0.35000000000000003
2748,"Titus County, Texas",51.81,9.58,0.89,1.21
2749,"Tom Green County, Texas",65.46,3.7900000000000005,1.5,0.88
2750,"Travis County, Texas",54.99000000000001,7.85,7.829999999999999,0.97
2751,"Trinity County, Texas",79.64,8.03,0.25,0.4
2752,"Tyler County, Texas",78.9,10.4,0.51,0.61
2753,"Upshur County, Texas",78.84,7.23,0.43,0.83
2754,"Upton County, Texas",55.900000000000006,2.2399999999999998,0.15,0.38999999999999996
2755,"Uvalde County, Texas",51.23,0.65,0.66,0.54
2756,"Val Verde County, Texas",44.59,1.4000000000000001,0.8,0.7100000000000001
2757,"Van Zandt County, Texas",83.82,2.59,0.45999999999999996,0.79
2758,"Victoria County, Texas",58.13,6.2700000000000005,1.5699999999999998,0.8
2759,"Walker County, Texas",56.02,21.78,1.5,0.61
2760,"Waller County, Texas",46.62,21.58,1.4200000000000002,1.1199999999999999
2761,"Ward County, Texas",56.39999999999999,4.14,0.59,1.05
2762,"Washington County, Texas",65.07,15.709999999999999,1.58,0.43
2763,"Webb County, Texas",38.46,0.44,0.53,0.62
2764,"Wharton County, Texas",55.1,13.65,0.45999999999999996,0.7100000000000001
2765,"Wheeler County, Texas",75.11,1.72,0.54,1.1400000000000001
2766,"Wichita County, Texas",67.04,10.74,2.12,1.1199999999999999
2767,"Wilbarger County, Texas",62.79,8.24,4.43,1.37
2768,"Willacy County, Texas",43.36,2.4699999999999998,0.8200000000000001,0.74
2769,"Williamson County, Texas",61.29,6.69,8.97,0.75
2770,"Wilson County, Texas",69.28,1.5599999999999998,0.51,0.95
2771,"Winkler County, Texas",51.93,2.09,1.09,1.73
2772,"Wise County, Texas",78.75999999999999,1.05,0.5599999999999999,1.01
2773,"Wood County, Texas",82.22,3.7800000000000002,0.51,0.76
2774,"Yoakum County, Texas",48.84,0.8200000000000001,0.65,0.8099999999999999
2775,"Young County, Texas",80.58,1.02,0.5,1.03
2776,"Zapata County, Texas",39.03,0.13,0.12,0.48
2777,"Zavala County, Texas",47.55,0.9199999999999999,0.2,0.77
2778,"Beaver County, Utah",83.48,0.33,0.44999999999999996,1.47
2779,"Box Elder County, Utah",88.07000000000001,0.31,0.79,0.8999999999999999
2780,"Cache County, Utah",84.75,0.84,1.77,0.83
2781,"Carbon County, Utah",86.42999999999999,0.3,0.32,1.32
2782,"Daggett County, Utah",94.55,0.43,0.21,0.0
2783,"Davis County, Utah",83.37,1.21,1.97,0.69
2784,"Duchesne County, Utah",87.14,0.11,0.32,4.8
2785,"Emery County, Utah",91.63,0.04,0.41000000000000003,0.64
2786,"Garfield County, Utah",89.34,0.22,0.73,2.11
2787,"Grand County, Utah",80.85,0.76,0.83,3.8600000000000003
2788,"Iron County, Utah",85.95,0.7100000000000001,1.1199999999999999,1.9
2789,"Juab County, Utah",93.08999999999999,0.15,0.29,0.83
2790,"Kane County, Utah",92.4,0.4,0.8,1.68
2791,"Millard County, Utah",83.66,0.12,1.09,1.17
2792,"Morgan County, Utah",95.09,0.1,0.45999999999999996,0.35000000000000003
2793,"Piute County, Utah",89.78,0.0,0.0,0.42
2794,"Rich County, Utah",93.97999999999999,0.44,0.08,0.12
2795,"Salt Lake County, Utah",71.54,1.9800000000000002,4.31,1.11
2796,"San Juan County, Utah",43.22,0.25,0.37,50.129999999999995
2797,"Sanpete County, Utah",85.37,0.79,0.6,1.08
2798,"Sevier County, Utah",91.38,0.3,0.21,1.58
2799,"Summit County, Utah",84.82,0.41000000000000003,1.72,0.31
2800,"Tooele County, Utah",83.91999999999999,0.64,0.72,1.0
2801,"Uintah County, Utah",83.12,0.27999999999999997,0.47000000000000003,6.83
2802,"Utah County, Utah",81.55,0.67,1.58,0.7000000000000001
2803,"Wasatch County, Utah",83.74000000000001,0.44999999999999996,1.04,0.54
2804,"Washington County, Utah",84.19,0.5499999999999999,1.04,1.21
2805,"Wayne County, Utah",91.83,0.04,0.64,0.76
2806,"Weber County, Utah",78.33,1.38,1.47,1.04
2807,"Addison County, Vermont",90.45,0.9900000000000001,1.6,0.3
2808,"Bennington County, Vermont",91.53,1.15,1.09,0.19
2809,"Caledonia County, Vermont",91.47999999999999,0.77,1.22,0.33
2810,"Chittenden County, Vermont",85.69,2.92,4.3,0.22999999999999998
2811,"Essex County, Vermont",94.02000000000001,0.25,0.27,0.3
2812,"Franklin County, Vermont",91.12,0.6799999999999999,0.64,1.0
2813,"Grand Isle County, Vermont",92.2,0.7000000000000001,0.44999999999999996,0.62
2814,"Lamoille County, Vermont",91.64999999999999,0.8699999999999999,0.54,0.33999999999999997
2815,"Orange County, Vermont",92.15,0.5499999999999999,0.5700000000000001,0.45999999999999996
2816,"Orleans County, Vermont",92.96,0.48,0.44999999999999996,0.72
2817,"Rutland County, Vermont",91.55,0.8500000000000001,0.76,0.26
2818,"Washington County, Vermont",90.53999999999999,1.09,1.06,0.26
2819,"Windham County, Vermont",90.14,1.17,1.08,0.3
2820,"Windsor County, Vermont",91.56,0.8099999999999999,0.95,0.32
2821,"Accomack County, Virginia",60.64000000000001,25.95,0.76,0.89
2822,"Albemarle County, Virginia",72.84,8.86,7.32,0.25
2823,"Alleghany County, Virginia",90.74,4.47,0.4,0.18
2824,"Amelia County, Virginia",73.72999999999999,19.259999999999998,0.49,0.29
2825,"Amherst County, Virginia",74.07000000000001,17.25,0.58,0.8
2826,"Appomattox County, Virginia",76.05,17.95,0.29,0.32
2827,"Arlington County, Virginia",60.88,8.75,11.5,0.66
2828,"Augusta County, Virginia",89.23,4.02,0.6,0.24
2829,"Bath County, Virginia",91.59,2.76,0.4,0.13999999999999999
2830,"Bedford County, Virginia",86.50999999999999,6.2,1.22,0.27
2831,"Bland County, Virginia",93.67999999999999,2.7,0.1,0.0
2832,"Botetourt County, Virginia",91.35,2.73,0.7000000000000001,0.21
2833,"Brunswick County, Virginia",41.349999999999994,54.31,0.27999999999999997,0.15
2834,"Buchanan County, Virginia",94.81,3.04,0.25,0.06999999999999999
2835,"Buckingham County, Virginia",62.339999999999996,32.31,0.35000000000000003,0.3
2836,"Campbell County, Virginia",77.78,14.06,1.08,0.35000000000000003
2837,"Caroline County, Virginia",62.21,25.0,0.96,0.54
2838,"Carroll County, Virginia",93.47999999999999,0.58,0.27,0.18
2839,"Charles City County, Virginia",44.71,41.870000000000005,0.5599999999999999,6.61
2840,"Charlotte County, Virginia",66.94,27.24,0.27,0.19
2841,"Chesterfield County, Virginia",59.330000000000005,22.8,3.62,0.44
2842,"Clarke County, Virginia",84.43,3.91,1.43,0.35000000000000003
2843,"Craig County, Virginia",95.11,0.27,0.22999999999999998,0.1
2844,"Culpeper County, Virginia",68.67999999999999,12.5,1.48,0.7000000000000001
2845,"Cumberland County, Virginia",63.72,29.26,0.38999999999999996,0.44
2846,"Dickenson County, Virginia",97.2,0.35000000000000003,0.13999999999999999,0.16
