Federal Information Processing Standards (FIPS) Code,State,Area name,Rural-Urban Continuum Code 2013,Population 1990,Population 2000,Population 2010,Population 2020,Population 2021
48017,TX,Bailey County,7,7064.00 ,6593.00 ,7165.00 ,6904.00 ,6835.00 
48019,TX,Bandera County,1,10562.00 ,17589.00 ,20485.00 ,20851.00 ,21565.00 
48021,TX,Bastrop County,1,38263.00 ,57702.00 ,74171.00 ,97216.00 ,102058.00 
48023,TX,Baylor County,8,4385.00 ,4091.00 ,3726.00 ,3465.00 ,3477.00 
48025,TX,Bee County,6,25135.00 ,32347.00 ,31861.00 ,31047.00 ,30924.00 
48027,TX,Bell County,2,191073.00 ,238000.00 ,310235.00 ,370647.00 ,379617.00 
48029,TX,Bexar County,1,1185394.00 ,1393035.00 ,1714773.00 ,2009324.00 ,2028236.00 
48031,TX,Blanco County,8,5972.00 ,8436.00 ,10497.00 ,11374.00 ,11886.00 
48033,TX,Borden County,8,799.00 ,729.00 ,641.00 ,631.00 ,617.00 
48035,TX,Bosque County,6,15125.00 ,17188.00 ,18212.00 ,18235.00 ,18503.00 
48037,TX,Bowie County,3,81665.00 ,89296.00 ,92565.00 ,92893.00 ,92581.00 
48039,TX,Brazoria County,1,191707.00 ,241805.00 ,313166.00 ,372031.00 ,379689.00 
48041,TX,Brazos County,3,121862.00 ,152436.00 ,194851.00 ,233849.00 ,237032.00 
48043,TX,Brewster County,7,8653.00 ,8872.00 ,9232.00 ,9546.00 ,9450.00 
48045,TX,Briscoe County,9,1971.00 ,1805.00 ,1637.00 ,1435.00 ,1403.00 
48047,TX,Brooks County,7,8204.00 ,7980.00 ,7223.00 ,7076.00 ,6994.00 
48049,TX,Brown County,5,34371.00 ,37668.00 ,38106.00 ,38095.00 ,38192.00 
48051,TX,Burleson County,3,13625.00 ,16449.00 ,17187.00 ,17642.00 ,18051.00 
48053,TX,Burnet County,6,22677.00 ,34188.00 ,42750.00 ,49130.00 ,50954.00 
48055,TX,Caldwell County,1,26392.00 ,32101.00 ,38066.00 ,45883.00 ,46791.00 
48057,TX,Calhoun County,6,19053.00 ,20645.00 ,21381.00 ,20106.00 ,19727.00 
48059,TX,Callahan County,3,11859.00 ,12873.00 ,13544.00 ,13708.00 ,14115.00 
48061,TX,Cameron County,2,260120.00 ,334884.00 ,406220.00 ,421017.00 ,423029.00 
48063,TX,Camp County,6,9904.00 ,11533.00 ,12401.00 ,12464.00 ,12616.00 
48065,TX,Carson County,2,6576.00 ,6503.00 ,6182.00 ,5807.00 ,5746.00 
48067,TX,Cass County,6,29982.00 ,30427.00 ,30464.00 ,28454.00 ,28560.00 
48069,TX,Castro County,6,9070.00 ,8276.00 ,8062.00 ,7371.00 ,7374.00 
48071,TX,Chambers County,1,20088.00 ,26006.00 ,35096.00 ,46571.00 ,48865.00 
48073,TX,Cherokee County,6,41049.00 ,46716.00 ,50845.00 ,50412.00 ,51097.00 
48075,TX,Childress County,7,5953.00 ,7697.00 ,7041.00 ,6664.00 ,6736.00 
48077,TX,Clay County,3,10024.00 ,10997.00 ,10752.00 ,10218.00 ,10263.00 
48079,TX,Cochran County,9,4377.00 ,3724.00 ,3127.00 ,2547.00 ,2516.00 
48081,TX,Coke County,8,3424.00 ,3865.00 ,3320.00 ,3285.00 ,3321.00 
48083,TX,Coleman County,6,9710.00 ,9232.00 ,8895.00 ,7684.00 ,7735.00 
48085,TX,Collin County,1,264036.00 ,491272.00 ,782341.00 ,1064465.00 ,1109462.00 
48087,TX,Collingsworth County,9,3573.00 ,3206.00 ,3057.00 ,2652.00 ,2615.00 
48089,TX,Colorado County,6,18383.00 ,20356.00 ,20874.00 ,20557.00 ,20630.00 
48091,TX,Comal County,1,51832.00 ,78022.00 ,108472.00 ,161501.00 ,174986.00 
48093,TX,Comanche County,7,13381.00 ,14027.00 ,13974.00 ,13594.00 ,13775.00 
48095,TX,Concho County,8,3044.00 ,3964.00 ,4087.00 ,3303.00 ,3341.00 
48097,TX,Cooke County,6,30777.00 ,36370.00 ,38437.00 ,41668.00 ,42244.00 
48099,TX,Coryell County,2,64226.00 ,74899.00 ,75388.00 ,83093.00 ,84232.00 
48101,TX,Cottle County,9,2247.00 ,1899.00 ,1505.00 ,1380.00 ,1381.00 
48103,TX,Crane County,6,4652.00 ,3996.00 ,4375.00 ,4675.00 ,4680.00 
48105,TX,Crockett County,7,4078.00 ,4099.00 ,3719.00 ,3098.00 ,3068.00 
48107,TX,Crosby County,2,7304.00 ,7072.00 ,6059.00 ,5133.00 ,5106.00 
48109,TX,Culberson County,9,3407.00 ,2979.00 ,2398.00 ,2188.00 ,2193.00 
48111,TX,Dallam County,7,5461.00 ,6213.00 ,6703.00 ,7115.00 ,7172.00 
48113,TX,Dallas County,1,1852691.00 ,2216808.00 ,2368139.00 ,2613539.00 ,2586050.00 
48115,TX,Dawson County,7,14349.00 ,14987.00 ,13833.00 ,12456.00 ,12413.00 
48117,TX,Deaf Smith County,6,19153.00 ,18565.00 ,19372.00 ,18583.00 ,18329.00 
48119,TX,Delta County,8,4857.00 ,5319.00 ,5231.00 ,5230.00 ,5392.00 
48121,TX,Denton County,1,273644.00 ,433065.00 ,662614.00 ,906422.00 ,941647.00 
48123,TX,DeWitt County,6,18840.00 ,19999.00 ,20097.00 ,19824.00 ,19918.00 
48125,TX,Dickens County,8,2571.00 ,2760.00 ,2444.00 ,1770.00 ,1740.00 
48127,TX,Dimmit County,6,10433.00 ,10205.00 ,9996.00 ,8615.00 ,8473.00 
48129,TX,Donley County,8,3696.00 ,3814.00 ,3677.00 ,3258.00 ,3268.00 
48131,TX,Duval County,7,12918.00 ,13073.00 ,11782.00 ,9831.00 ,9756.00 
48133,TX,Eastland County,6,18488.00 ,18289.00 ,18583.00 ,17725.00 ,17864.00 
48135,TX,Ector County,3,118934.00 ,121124.00 ,137130.00 ,165171.00 ,161091.00 
48137,TX,Edwards County,9,2266.00 ,2160.00 ,2002.00 ,1422.00 ,1438.00 
48139,TX,Ellis County,1,85167.00 ,111415.00 ,149610.00 ,192455.00 ,202678.00 
48141,TX,El Paso County,2,591610.00 ,679568.00 ,800647.00 ,865657.00 ,867947.00 
48143,TX,Erath County,4,27991.00 ,32981.00 ,37890.00 ,42545.00 ,43378.00 
48145,TX,Falls County,2,17712.00 ,18563.00 ,17866.00 ,16968.00 ,17313.00 
48147,TX,Fannin County,6,24804.00 ,31225.00 ,33915.00 ,35662.00 ,36569.00 
48149,TX,Fayette County,6,20095.00 ,21818.00 ,24554.00 ,24435.00 ,24687.00 
48151,TX,Fisher County,8,4842.00 ,4345.00 ,3974.00 ,3672.00 ,3706.00 
48153,TX,Floyd County,6,8497.00 ,7770.00 ,6446.00 ,5402.00 ,5350.00 
48155,TX,Foard County,9,1794.00 ,1621.00 ,1336.00 ,1095.00 ,1080.00 
48157,TX,Fort Bend County,1,225421.00 ,354286.00 ,585375.00 ,822779.00 ,858527.00 
48159,TX,Franklin County,7,7802.00 ,9431.00 ,10605.00 ,10359.00 ,10464.00 
48161,TX,Freestone County,7,15818.00 ,17851.00 ,19816.00 ,19435.00 ,19774.00 
48163,TX,Frio County,6,13472.00 ,16255.00 ,17217.00 ,18385.00 ,18436.00 
48165,TX,Gaines County,7,14123.00 ,14463.00 ,17526.00 ,21598.00 ,21895.00 
48167,TX,Galveston County,1,217396.00 ,250178.00 ,291309.00 ,350682.00 ,355062.00 
48169,TX,Garza County,6,5143.00 ,4876.00 ,6461.00 ,5816.00 ,5863.00 
48171,TX,Gillespie County,7,17204.00 ,20806.00 ,24837.00 ,26725.00 ,27297.00 
48173,TX,Glasscock County,8,1447.00 ,1413.00 ,1226.00 ,1116.00 ,1149.00 
48175,TX,Goliad County,3,5980.00 ,6923.00 ,7210.00 ,7012.00 ,7163.00 
48177,TX,Gonzales County,6,17205.00 ,18601.00 ,19807.00 ,19653.00 ,19641.00 
48179,TX,Gray County,6,23967.00 ,22742.00 ,22535.00 ,21227.00 ,21030.00 
48181,TX,Grayson County,3,95019.00 ,110574.00 ,120877.00 ,135543.00 ,139336.00 
48183,TX,Gregg County,3,104948.00 ,111328.00 ,121730.00 ,124239.00 ,124201.00 
48185,TX,Grimes County,6,18843.00 ,23544.00 ,26604.00 ,29268.00 ,30287.00 
48187,TX,Guadalupe County,1,64873.00 ,88856.00 ,131533.00 ,172706.00 ,177036.00 
48189,TX,Hale County,4,34671.00 ,36605.00 ,36273.00 ,32522.00 ,32220.00 
48191,TX,Hall County,9,3905.00 ,3782.00 ,3353.00 ,2825.00 ,2845.00 
48193,TX,Hamilton County,6,7733.00 ,8226.00 ,8517.00 ,8222.00 ,8229.00 
48195,TX,Hansford County,7,5848.00 ,5369.00 ,5613.00 ,5285.00 ,5159.00 
48197,TX,Hardeman County,9,5283.00 ,4723.00 ,4139.00 ,3549.00 ,3552.00 
48199,TX,Hardin County,2,41320.00 ,48075.00 ,54635.00 ,56231.00 ,56973.00 
48201,TX,Harris County,1,2818101.00 ,3401139.00 ,4092459.00 ,4731145.00 ,4728030.00 
48203,TX,Harrison County,4,57483.00 ,62096.00 ,65631.00 ,68839.00 ,69150.00 
48205,TX,Hartley County,7,3634.00 ,5538.00 ,6062.00 ,5382.00 ,5397.00 
48207,TX,Haskell County,6,6820.00 ,6091.00 ,5899.00 ,5416.00 ,5411.00 
48209,TX,Hays County,1,65614.00 ,97918.00 ,157107.00 ,241067.00 ,255397.00 
48211,TX,Hemphill County,7,3720.00 ,3353.00 ,3807.00 ,3382.00 ,3271.00 
48213,TX,Henderson County,4,58543.00 ,73105.00 ,78532.00 ,82150.00 ,83667.00 
48215,TX,Hidalgo County,2,383545.00 ,569099.00 ,774769.00 ,870781.00 ,880356.00 
48217,TX,Hill County,6,27146.00 ,32301.00 ,35089.00 ,35874.00 ,36471.00 
48219,TX,Hockley County,6,24199.00 ,22719.00 ,22935.00 ,21537.00 ,21363.00 
48221,TX,Hood County,1,28981.00 ,40987.00 ,51182.00 ,61598.00 ,64222.00 
48223,TX,Hopkins County,6,28833.00 ,31960.00 ,35161.00 ,36787.00 ,37211.00 
48225,TX,Houston County,7,21375.00 ,23148.00 ,23732.00 ,22066.00 ,22241.00 
48227,TX,Howard County,4,32343.00 ,33630.00 ,35012.00 ,34860.00 ,34128.00 
48229,TX,Hudspeth County,2,2915.00 ,3349.00 ,3476.00 ,3202.00 ,3287.00 
48231,TX,Hunt County,1,64343.00 ,76562.00 ,86129.00 ,99956.00 ,103394.00 
48233,TX,Hutchinson County,6,25689.00 ,23864.00 ,22150.00 ,20617.00 ,20495.00 
48235,TX,Irion County,3,1629.00 ,1765.00 ,1599.00 ,1513.00 ,1552.00 
48237,TX,Jack County,6,6981.00 ,8751.00 ,9044.00 ,8472.00 ,8712.00 
48239,TX,Jackson County,6,13039.00 ,14387.00 ,14075.00 ,14988.00 ,15121.00 
48241,TX,Jasper County,6,31102.00 ,35552.00 ,35710.00 ,32980.00 ,32975.00 
48243,TX,Jeff Davis County,9,1946.00 ,2207.00 ,2342.00 ,1996.00 ,1949.00 
48245,TX,Jefferson County,2,239389.00 ,251968.00 ,252273.00 ,256526.00 ,253704.00 
48247,TX,Jim Hogg County,6,5109.00 ,5283.00 ,5300.00 ,4838.00 ,4801.00 
48249,TX,Jim Wells County,4,37679.00 ,39344.00 ,40838.00 ,38891.00 ,38847.00 
48251,TX,Johnson County,1,97165.00 ,126622.00 ,150934.00 ,179927.00 ,187280.00 
48253,TX,Jones County,3,16490.00 ,20794.00 ,20202.00 ,19663.00 ,19873.00 
48255,TX,Karnes County,6,12455.00 ,15438.00 ,14824.00 ,14710.00 ,14754.00 
48257,TX,Kaufman County,1,52220.00 ,71452.00 ,103350.00 ,145310.00 ,157768.00 
48259,TX,Kendall County,1,14589.00 ,23793.00 ,33410.00 ,44279.00 ,46788.00 
48261,TX,Kenedy County,9,460.00 ,414.00 ,416.00 ,350.00 ,340.00 
48263,TX,Kent County,9,1010.00 ,859.00 ,808.00 ,753.00 ,749.00 
48265,TX,Kerr County,4,36304.00 ,43646.00 ,49625.00 ,52598.00 ,53161.00 
48267,TX,Kimble County,7,4122.00 ,4461.00 ,4607.00 ,4286.00 ,4365.00 
48269,TX,King County,9,354.00 ,356.00 ,286.00 ,265.00 ,258.00 
48271,TX,Kinney County,7,3119.00 ,3375.00 ,3598.00 ,3129.00 ,3130.00 
48273,TX,Kleberg County,4,30274.00 ,31610.00 ,32061.00 ,31040.00 ,30635.00 
48275,TX,Knox County,9,4837.00 ,4253.00 ,3719.00 ,3353.00 ,3351.00 
48277,TX,Lamar County,5,43949.00 ,48491.00 ,49793.00 ,50088.00 ,50098.00 
48279,TX,Lamb County,6,15072.00 ,14713.00 ,13977.00 ,13045.00 ,12898.00 
48281,TX,Lampasas County,2,13521.00 ,17827.00 ,19677.00 ,21627.00 ,22252.00 
48283,TX,La Salle County,6,5254.00 ,5863.00 ,6886.00 ,6664.00 ,6670.00 
48285,TX,Lavaca County,6,18690.00 ,19217.00 ,19263.00 ,20337.00 ,20544.00 
48287,TX,Lee County,6,12854.00 ,15650.00 ,16612.00 ,17478.00 ,17706.00 
48289,TX,Leon County,8,12665.00 ,15307.00 ,16801.00 ,15719.00 ,15959.00 
48291,TX,Liberty County,1,52726.00 ,70196.00 ,75643.00 ,91628.00 ,97621.00 
48293,TX,Limestone County,6,20946.00 ,22050.00 ,23384.00 ,22146.00 ,22119.00 
48295,TX,Lipscomb County,9,3143.00 ,3050.00 ,3302.00 ,3059.00 ,2931.00 
48297,TX,Live Oak County,8,9556.00 ,12262.00 ,11531.00 ,11335.00 ,11377.00 
48299,TX,Llano County,7,11631.00 ,16996.00 ,19301.00 ,21243.00 ,21978.00 
48301,TX,Loving County,9,107.00 ,67.00 ,82.00 ,64.00 ,57.00 
48303,TX,Lubbock County,2,222636.00 ,242644.00 ,278831.00 ,310639.00 ,314451.00 
48305,TX,Lynn County,2,6758.00 ,6547.00 ,5915.00 ,5596.00 ,5688.00 
48307,TX,McCulloch County,7,8778.00 ,8203.00 ,8283.00 ,7630.00 ,7533.00 
48309,TX,McLennan County,2,189123.00 ,213525.00 ,234906.00 ,260579.00 ,263115.00 
48311,TX,McMullen County,9,817.00 ,847.00 ,707.00 ,600.00 ,608.00 
48313,TX,Madison County,6,10931.00 ,12945.00 ,13664.00 ,13455.00 ,13718.00 
48315,TX,Marion County,8,9984.00 ,10939.00 ,10546.00 ,9725.00 ,9645.00 
48317,TX,Martin County,3,4956.00 ,4746.00 ,4799.00 ,5237.00 ,5211.00 
48319,TX,Mason County,9,3423.00 ,3735.00 ,4012.00 ,3953.00 ,3943.00 
48321,TX,Matagorda County,4,36928.00 ,37919.00 ,36702.00 ,36255.00 ,36344.00 
48323,TX,Maverick County,5,36378.00 ,47285.00 ,54258.00 ,57887.00 ,58056.00 
48325,TX,Medina County,1,27312.00 ,39318.00 ,46006.00 ,50748.00 ,51981.00 
48327,TX,Menard County,9,2252.00 ,2357.00 ,2242.00 ,1962.00 ,1982.00 
48329,TX,Midland County,3,106611.00 ,116034.00 ,136872.00 ,169983.00 ,167969.00 
48331,TX,Milam County,6,22946.00 ,24235.00 ,24757.00 ,24754.00 ,25106.00 
48333,TX,Mills County,9,4531.00 ,5143.00 ,4936.00 ,4456.00 ,4480.00 
48335,TX,Mitchell County,7,8016.00 ,9696.00 ,9403.00 ,8990.00 ,9070.00 
48337,TX,Montague County,6,17274.00 ,19108.00 ,19719.00 ,19965.00 ,20409.00 
48339,TX,Montgomery County,1,182201.00 ,293779.00 ,455746.00 ,620443.00 ,648886.00 
48341,TX,Moore County,7,17865.00 ,20123.00 ,21904.00 ,21358.00 ,21118.00 
48343,TX,Morris County,6,13200.00 ,13043.00 ,12934.00 ,11973.00 ,12030.00 
48345,TX,Motley County,9,1532.00 ,1421.00 ,1210.00 ,1063.00 ,1067.00 
48347,TX,Nacogdoches County,5,54753.00 ,59197.00 ,64524.00 ,64653.00 ,64668.00 
48349,TX,Navarro County,4,39926.00 ,45113.00 ,47735.00 ,52624.00 ,53591.00 
48351,TX,Newton County,2,13569.00 ,15054.00 ,14445.00 ,12217.00 ,12241.00 
48353,TX,Nolan County,6,16594.00 ,15805.00 ,15216.00 ,14738.00 ,14597.00 
48355,TX,Nueces County,2,291145.00 ,313512.00 ,340223.00 ,353178.00 ,353079.00 
48357,TX,Ochiltree County,7,9128.00 ,9001.00 ,10223.00 ,10015.00 ,9782.00 
48359,TX,Oldham County,2,2278.00 ,2183.00 ,2052.00 ,1758.00 ,1717.00 
48361,TX,Orange County,2,80509.00 ,85033.00 ,81837.00 ,84808.00 ,84742.00 
48363,TX,Palo Pinto County,6,25055.00 ,27015.00 ,28111.00 ,28409.00 ,28686.00 
48365,TX,Panola County,6,22035.00 ,22759.00 ,23796.00 ,22491.00 ,22675.00 
48367,TX,Parker County,1,64785.00 ,88429.00 ,116927.00 ,148222.00 ,156764.00 
48369,TX,Parmer County,7,9863.00 ,10008.00 ,10269.00 ,9869.00 ,9813.00 
48371,TX,Pecos County,7,14675.00 ,16793.00 ,15507.00 ,15193.00 ,15118.00 
48373,TX,Polk County,6,30687.00 ,41152.00 ,45413.00 ,50123.00 ,51899.00 
48375,TX,Potter County,2,97841.00 ,113655.00 ,121073.00 ,118525.00 ,116547.00 
48377,TX,Presidio County,7,6637.00 ,7304.00 ,7818.00 ,6131.00 ,6140.00 
48379,TX,Rains County,8,6715.00 ,9128.00 ,10914.00 ,12164.00 ,12509.00 
48381,TX,Randall County,2,89673.00 ,104176.00 ,120725.00 ,140753.00 ,143854.00 
48383,TX,Reagan County,6,4514.00 ,3325.00 ,3367.00 ,3385.00 ,3253.00 
48385,TX,Real County,9,2412.00 ,3046.00 ,3309.00 ,2758.00 ,2826.00 
48387,TX,Red River County,6,14317.00 ,14314.00 ,12860.00 ,11587.00 ,11555.00 
48389,TX,Reeves County,7,15852.00 ,13141.00 ,13783.00 ,14748.00 ,14487.00 
48391,TX,Refugio County,6,7976.00 ,7830.00 ,7383.00 ,6741.00 ,6756.00 
48393,TX,Roberts County,9,1025.00 ,887.00 ,929.00 ,827.00 ,797.00 
48395,TX,Robertson County,3,15511.00 ,15972.00 ,16622.00 ,16757.00 ,16958.00 
48397,TX,Rockwall County,1,25604.00 ,43023.00 ,78337.00 ,107819.00 ,116381.00 
48399,TX,Runnels County,6,11294.00 ,11473.00 ,10501.00 ,9900.00 ,9943.00 
48401,TX,Rusk County,3,43735.00 ,47410.00 ,53330.00 ,52214.00 ,52743.00 
48403,TX,Sabine County,8,9586.00 ,10400.00 ,10834.00 ,9894.00 ,10039.00 
48405,TX,San Augustine County,9,7999.00 ,8939.00 ,8865.00 ,7918.00 ,7922.00 
48407,TX,San Jacinto County,8,16372.00 ,22211.00 ,26384.00 ,27402.00 ,27878.00 
48409,TX,San Patricio County,2,58749.00 ,67273.00 ,64804.00 ,68755.00 ,69699.00 
48411,TX,San Saba County,7,5401.00 ,6185.00 ,6131.00 ,5730.00 ,5827.00 
48413,TX,Schleicher County,8,2990.00 ,2934.00 ,3461.00 ,2451.00 ,2429.00 
48415,TX,Scurry County,7,18634.00 ,16366.00 ,16921.00 ,16932.00 ,16824.00 
48417,TX,Shackelford County,8,3316.00 ,3302.00 ,3378.00 ,3105.00 ,3212.00 
48419,TX,Shelby County,7,22034.00 ,25215.00 ,25448.00 ,24022.00 ,23939.00 
48421,TX,Sherman County,9,2858.00 ,3184.00 ,3034.00 ,2782.00 ,2798.00 
48423,TX,Smith County,3,151309.00 ,174861.00 ,209714.00 ,233479.00 ,237186.00 
48425,TX,Somervell County,1,5360.00 ,6913.00 ,8490.00 ,9205.00 ,9469.00 
48427,TX,Starr County,4,40518.00 ,53573.00 ,60968.00 ,65920.00 ,66049.00 
48429,TX,Stephens County,7,9010.00 ,9676.00 ,9630.00 ,9101.00 ,9173.00 
48431,TX,Sterling County,8,1438.00 ,1393.00 ,1143.00 ,1372.00 ,1381.00 
48433,TX,Stonewall County,9,2013.00 ,1691.00 ,1490.00 ,1245.00 ,1217.00 
48435,TX,Sutton County,7,4135.00 ,4073.00 ,4128.00 ,3372.00 ,3319.00 
48437,TX,Swisher County,6,8133.00 ,8369.00 ,7854.00 ,6971.00 ,7008.00 
48439,TX,Tarrant County,1,1170103.00 ,1449290.00 ,1809034.00 ,2110640.00 ,2126477.00 
48441,TX,Taylor County,3,119655.00 ,126606.00 ,131506.00 ,143208.00 ,143326.00 
48443,TX,Terrell County,9,1410.00 ,1081.00 ,984.00 ,760.00 ,724.00 
48445,TX,Terry County,6,13218.00 ,12757.00 ,12651.00 ,11831.00 ,11754.00 
48447,TX,Throckmorton County,9,1880.00 ,1847.00 ,1641.00 ,1440.00 ,1495.00 
48449,TX,Titus County,7,24009.00 ,28118.00 ,32334.00 ,31247.00 ,31183.00 
48451,TX,Tom Green County,3,98458.00 ,104015.00 ,110224.00 ,120003.00 ,119411.00 
48453,TX,Travis County,1,576407.00 ,811776.00 ,1024266.00 ,1290188.00 ,1305154.00 
48455,TX,Trinity County,7,11445.00 ,13748.00 ,14585.00 ,13602.00 ,13827.00 
48457,TX,Tyler County,6,16646.00 ,20842.00 ,21766.00 ,19798.00 ,20077.00 
48459,TX,Upshur County,3,31370.00 ,35308.00 ,39309.00 ,40892.00 ,41774.00 
48461,TX,Upton County,8,4447.00 ,3408.00 ,3355.00 ,3308.00 ,3265.00 
48463,TX,Uvalde County,6,23340.00 ,25919.00 ,26405.00 ,24564.00 ,24729.00 
48465,TX,Val Verde County,5,38721.00 ,44834.00 ,48879.00 ,47586.00 ,47564.00 
48467,TX,Van Zandt County,6,37944.00 ,48129.00 ,52579.00 ,59541.00 ,61275.00 
48469,TX,Victoria County,3,74361.00 ,84077.00 ,86793.00 ,91319.00 ,90964.00 
48471,TX,Walker County,4,50917.00 ,61757.00 ,67861.00 ,76400.00 ,77977.00 
48473,TX,Waller County,1,23374.00 ,32545.00 ,43205.00 ,56794.00 ,59781.00 
48475,TX,Ward County,6,13115.00 ,10909.00 ,10658.00 ,11644.00 ,11194.00 
48477,TX,Washington County,6,26154.00 ,30412.00 ,33718.00 ,35805.00 ,35891.00 
48479,TX,Webb County,2,133239.00 ,193124.00 ,250304.00 ,267114.00 ,267945.00 
48481,TX,Wharton County,4,39955.00 ,41191.00 ,41280.00 ,41570.00 ,41721.00 
48483,TX,Wheeler County,9,5879.00 ,5289.00 ,5410.00 ,4990.00 ,4927.00 
48485,TX,Wichita County,3,122378.00 ,131695.00 ,131500.00 ,129350.00 ,130069.00 
48487,TX,Wilbarger County,6,15121.00 ,14679.00 ,13535.00 ,12887.00 ,12731.00 
48489,TX,Willacy County,6,17705.00 ,20079.00 ,22134.00 ,20164.00 ,20316.00 
48491,TX,Williamson County,1,139551.00 ,250466.00 ,422679.00 ,609017.00 ,643026.00 
48493,TX,Wilson County,1,22650.00 ,32401.00 ,42918.00 ,49753.00 ,51257.00 
48495,TX,Winkler County,6,8626.00 ,7173.00 ,7110.00 ,7791.00 ,7415.00 
48497,TX,Wise County,1,34679.00 ,48789.00 ,59127.00 ,68632.00 ,71714.00 
48499,TX,Wood County,6,29380.00 ,36729.00 ,41964.00 ,44843.00 ,45875.00 
48501,TX,Yoakum County,7,8786.00 ,7325.00 ,7879.00 ,7694.00 ,7607.00 
48503,TX,Young County,7,18126.00 ,17872.00 ,18550.00 ,17867.00 ,17977.00 
48505,TX,Zapata County,6,9279.00 ,12081.00 ,14018.00 ,13889.00 ,13908.00 
48507,TX,Zavala County,7,12162.00 ,11645.00 ,11677.00 ,9670.00 ,9534.00 
49000,UT,Utah,,1722850.00 ,2233183.00 ,2763885.00 ,3271616.00 ,3337975.00 
49001,UT,Beaver County,7,4765.00 ,5997.00 ,6629.00 ,7072.00 ,7249.00 
49003,UT,Box Elder County,2,36485.00 ,42755.00 ,49975.00 ,57666.00 ,59688.00 
49005,UT,Cache County,3,70183.00 ,91389.00 ,112656.00 ,133154.00 ,137417.00 
49007,UT,Carbon County,7,20228.00 ,20531.00 ,21403.00 ,20412.00 ,20372.00 
49009,UT,Daggett County,9,690.00 ,918.00 ,1059.00 ,935.00 ,976.00 
49011,UT,Davis County,2,187941.00 ,238997.00 ,306479.00 ,362679.00 ,367285.00 
49013,UT,Duchesne County,7,12645.00 ,14432.00 ,18607.00 ,19596.00 ,19790.00 
49015,UT,Emery County,7,10332.00 ,10859.00 ,10976.00 ,9825.00 ,9967.00 
49017,UT,Garfield County,9,3980.00 ,4733.00 ,5172.00 ,5083.00 ,5129.00 
49019,UT,Grand County,7,6620.00 ,8407.00 ,9225.00 ,9669.00 ,9663.00 
49021,UT,Iron County,4,20789.00 ,33793.00 ,46163.00 ,57289.00 ,60519.00 
49023,UT,Juab County,2,5817.00 ,8236.00 ,10246.00 ,11786.00 ,12155.00 
49025,UT,Kane County,6,5169.00 ,6056.00 ,7125.00 ,7667.00 ,7992.00 
49027,UT,Millard County,7,11333.00 ,12405.00 ,12503.00 ,12975.00 ,13164.00 
49029,UT,Morgan County,2,5528.00 ,7132.00 ,9469.00 ,12295.00 ,12657.00 
49031,UT,Piute County,9,1277.00 ,1437.00 ,1556.00 ,1438.00 ,1487.00 
49033,UT,Rich County,8,1725.00 ,1961.00 ,2264.00 ,2510.00 ,2597.00 
49035,UT,Salt Lake County,1,725956.00 ,898429.00 ,1029655.00 ,1185238.00 ,1186421.00 
49037,UT,San Juan County,7,12621.00 ,14389.00 ,14746.00 ,14518.00 ,14489.00 
49039,UT,Sanpete County,6,16259.00 ,22722.00 ,27822.00 ,28437.00 ,29106.00 
49041,UT,Sevier County,7,15431.00 ,18840.00 ,20802.00 ,21522.00 ,21906.00 
49043,UT,Summit County,4,15518.00 ,29746.00 ,36324.00 ,42357.00 ,43093.00 
49045,UT,Tooele County,1,26601.00 ,40740.00 ,58218.00 ,72698.00 ,76640.00 
49047,UT,Uintah County,7,22211.00 ,25174.00 ,32588.00 ,35620.00 ,36204.00 
49049,UT,Utah County,2,263590.00 ,368539.00 ,516564.00 ,659399.00 ,684986.00 
49051,UT,Wasatch County,6,10089.00 ,15206.00 ,23530.00 ,34788.00 ,36173.00 
49053,UT,Washington County,3,48560.00 ,90325.00 ,138115.00 ,180279.00 ,191226.00 
49055,UT,Wayne County,9,2177.00 ,2509.00 ,2778.00 ,2486.00 ,2558.00 
49057,UT,Weber County,2,158330.00 ,196526.00 ,231236.00 ,262223.00 ,267066.00 
50000,VT,Vermont,,562758.00 ,608613.00 ,625741.00 ,643077.00 ,645570.00 
50001,VT,Addison County,6,32953.00 ,35963.00 ,36821.00 ,37363.00 ,37260.00 
50003,VT,Bennington County,6,35845.00 ,36969.00 ,37125.00 ,37347.00 ,37312.00 
50005,VT,Caledonia County,7,27846.00 ,29606.00 ,31227.00 ,30233.00 ,30403.00 
50007,VT,Chittenden County,3,131761.00 ,146615.00 ,156545.00 ,168323.00 ,168865.00 
50009,VT,Essex County,9,6405.00 ,6450.00 ,6306.00 ,5920.00 ,5925.00 
50011,VT,Franklin County,3,39980.00 ,45395.00 ,47746.00 ,49946.00 ,50325.00 
50013,VT,Grand Isle County,3,5318.00 ,6885.00 ,6970.00 ,7293.00 ,7421.00 
50015,VT,Lamoille County,8,19735.00 ,23225.00 ,24475.00 ,25945.00 ,26126.00 
50017,VT,Orange County,9,26149.00 ,28314.00 ,28936.00 ,29277.00 ,29541.00 
50019,VT,Orleans County,7,24053.00 ,26275.00 ,27231.00 ,27393.00 ,27546.00 
50021,VT,Rutland County,4,62142.00 ,63386.00 ,61642.00 ,60572.00 ,60591.00 
50023,VT,Washington County,4,54928.00 ,58034.00 ,59534.00 ,59807.00 ,59969.00 
50025,VT,Windham County,7,41588.00 ,44112.00 ,44513.00 ,45905.00 ,46090.00 
